LIF	Stat3	+
CH	Tcf3	-
PD	MEKERK	-
Stat3	Gbx2	+
Stat3	Klf4	+
Klf4	Klf2	+
Stat3	Tlfcp2l1	+
Klf4	Tlfcp2l1	+
Sall4	Klf2	+
Tlfcp2l1	Sall4	+
Tcf3	Tlfcp2l1	-
Tcf3	Esrrb	-
Tlfcp2l1	Esrrb	+
Esrrb	Tlfcp2l1	+
Sall4	Sox2	+
Klf2	Oct4	+
Sox2	Oct4	+
Oct4	Tlfcp2l1	-
Oct4	Nanog	+
Klf2	Nanog	+
Esrrb	Oct4	-
Nanog	Esrrb	+
MEKERK	Nanog	-
MEKERK	Tcf3	-
Nanog	Sox2	+
Gbx2	Klf4	+
