miR200	ZEB	-
ZEB	miR200	-
ZEB	miR145	-
miR145	ZEB	-
miR145	OCT4	-
OCT4	miR145	-
miR145	MDM2	-
P53	OCT4	-
MDM2	P53	-
ZEB	ZEB	+
OCT4	OCT4	+
P53	P53	+
P53	miR200	+
P53	MDM2	+
P53	miR145	+
OCT4	miR200	+
