16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
16	5
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
32	6
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
64	7
